Title,Published,Authors,Abstract,Link
"Robust multiple change-point detection for multivariate variability
  using data depth",2020-11-18T22:07:20Z,"Kelly Ramsay, Shoja'eddin Chenouri","In this paper, we introduce two robust, nonparametric methods for multiple
change-point detection in the variability of a multivariate sequence of
observations. We demonstrate that changes in ranks generated from data depth
functions can be used to detect changes in the variability of a sequence of
multivariate observations. In order to detect more than one change, the first
algorithm uses methods similar to that of wild-binary segmentation. The second
algorithm estimates change-points by maximizing a penalized version of the
classical Kruskal Wallis ANOVA test statistic. We show that this objective
function can be maximized via the well-known PELT algorithm. Under mild,
nonparametric assumptions both of these algorithms are shown to be consistent
for the correct number of change-points and the correct location(s) of the
change-point(s). We demonstrate the efficacy of these methods with a simulation
study, where we compare our new methods to several competing methods. We show
our methods outperform existing methods in this problem setting, and our
methods can estimate changes accurately when the data are heavy tailed or
skewed.",http://arxiv.org/abs/2011.09558v3
Optimal Change-Point Detection and Localization,2020-10-22T06:26:01Z,"Nicolas Verzelen, Magalie Fromont, Matthieu Lerasle, Patricia Reynaud-Bouret","Given a times series ${\bf Y}$ in $\mathbb{R}^n$, with a piece-wise contant
mean and independent components, the twin problems of change-point detection
and change-point localization respectively amount to detecting the existence of
times where the mean varies and estimating the positions of those
change-points. In this work, we tightly characterize optimal rates for both
problems and uncover the phase transition phenomenon from a global testing
problem to a local estimation problem. Introducing a suitable definition of the
energy of a change-point, we first establish in the single change-point setting
that the optimal detection threshold is $\sqrt{2\log\log(n)}$. When the energy
is just above the detection threshold, then the problem of localizing the
change-point becomes purely parametric: it only depends on the difference in
means and not on the position of the change-point anymore. Interestingly, for
most change-point positions, it is possible to detect and localize them at a
much smaller energy level. In the multiple change-point setting, we establish
the energy detection threshold and show similarly that the optimal localization
error of a specific change-point becomes purely parametric. Along the way,
tight optimal rates for Hausdorff and $l_1$ estimation losses of the vector of
all change-points positions are also established. Two procedures achieving
these optimal rates are introduced. The first one is a least-squares estimator
with a new multiscale penalty that favours well spread change-points. The
second one is a two-step multiscale post-processing procedure whose
computational complexity can be as low as $O(n\log(n))$. Notably, these two
procedures accommodate with the presence of possibly many low-energy and
therefore undetectable change-points and are still able to detect and localize
high-energy change-points even with the presence of those nuisance parameters.",http://arxiv.org/abs/2010.11470v2
"Item Quality Control in Educational Testing: Change Point Model,
  Compound Risk, and Sequential Detection",2020-08-23T20:46:48Z,"Yunxiao Chen, Yi-Hsuan Lee, Xiaoou Li","In standardized educational testing, test items are reused in multiple test
administrations. To ensure the validity of test scores, the psychometric
properties of items should remain unchanged over time. In this paper, we
consider the sequential monitoring of test items, in particular, the detection
of abrupt changes to their psychometric properties, where a change can be
caused by, for example, leakage of the item or change of the corresponding
curriculum. We propose a statistical framework for the detection of abrupt
changes in individual items. This framework consists of (1) a multi-stream
Bayesian change point model describing sequential changes in items, (2) a
compound risk function quantifying the risk in sequential decisions, and (3)
sequential decision rules that control the compound risk. Throughout the
sequential decision process, the proposed decision rule balances the trade-off
between two sources of errors, the false detection of pre-change items and the
non-detection of post-change items. An item-specific monitoring statistic is
proposed based on an item response theory model that eliminates the confounding
from the examinee population which changes over time. Sequential decision rules
and their theoretical properties are developed under two settings: the oracle
setting where the Bayesian change point model is completely known and a more
realistic setting where some parameters of the model are unknown. Simulation
studies are conducted under settings that mimic real operational tests.",http://arxiv.org/abs/2008.10104v2
Detection and Description of Change in Visual Streams,2020-03-27T20:49:38Z,"Davis Gilton, Ruotian Luo, Rebecca Willett, Greg Shakhnarovich","This paper presents a framework for the analysis of changes in visual
streams: ordered sequences of images, possibly separated by significant time
gaps. We propose a new approach to incorporating unlabeled data into training
to generate natural language descriptions of change. We also develop a
framework for estimating the time of change in visual stream. We use learned
representations for change evidence and consistency of perceived change, and
combine these in a regularized graph cut based change detector. Experimental
evaluation on visual stream datasets, which we release as part of our
contribution, shows that representation learning driven by natural language
descriptions significantly improves change detection accuracy, compared to
methods that do not rely on language.",http://arxiv.org/abs/2003.12633v2
"ChangeBeadsThreader: An Interactive Environment for Tailoring
  Automatically Untangled Changes",2020-03-31T10:47:10Z,"Satoshi Yamashita, Shinpei Hayashi, Motoshi Saeki","To improve the usability of a revision history, change untangling, which
reconstructs the history to ensure that changes in each commit belong to one
intentional task, is important. Although there are several untangling
approaches based on the clustering of fine-grained editing operations of source
code, they often produce unsuitable result for a developer, and manual
tailoring of the result is necessary. In this paper, we propose
ChangeBeadsThreader (CBT), an interactive environment for splitting and merging
change clusters to support the manual tailoring of untangled changes. CBT
provides two features: 1) a two-dimensional space where fine-grained change
history is visualized to help users find the clusters to be merged and 2) an
augmented diff view that enables users to confirm the consistency of the
changes in a specific cluster for finding those to be split. These features
allow users to easily tailor automatically untangled changes.",http://arxiv.org/abs/2003.14086v1
"Correlation-aware Unsupervised Change-point Detection via Graph Neural
  Networks",2020-04-24T18:28:57Z,"Ruohong Zhang, Yu Hao, Donghan Yu, Wei-Cheng Chang, Guokun Lai, Yiming Yang","Change-point detection (CPD) aims to detect abrupt changes over time series
data. Intuitively, effective CPD over multivariate time series should require
explicit modeling of the dependencies across input variables. However, existing
CPD methods either ignore the dependency structures entirely or rely on the
(unrealistic) assumption that the correlation structures are static over time.
In this paper, we propose a Correlation-aware Dynamics Model for CPD, which
explicitly models the correlation structure and dynamics of variables by
incorporating graph neural networks into an encoder-decoder framework.
Extensive experiments on synthetic and real-world datasets demonstrate the
advantageous performance of the proposed model on CPD tasks over strong
baselines, as well as its ability to classify the change-points as correlation
changes or independent changes. Keywords: Multivariate Time Series,
Change-point Detection, Graph Neural Networks",http://arxiv.org/abs/2004.11934v2
"Finding It at Another Side: A Viewpoint-Adapted Matching Encoder for
  Change Captioning",2020-09-30T00:13:49Z,"Xiangxi Shi, Xu Yang, Jiuxiang Gu, Shafiq Joty, Jianfei Cai","Change Captioning is a task that aims to describe the difference between
images with natural language. Most existing methods treat this problem as a
difference judgment without the existence of distractors, such as viewpoint
changes. However, in practice, viewpoint changes happen often and can overwhelm
the semantic difference to be described. In this paper, we propose a novel
visual encoder to explicitly distinguish viewpoint changes from semantic
changes in the change captioning task. Moreover, we further simulate the
attention preference of humans and propose a novel reinforcement learning
process to fine-tune the attention directly with language evaluation rewards.
Extensive experimental results show that our method outperforms the
state-of-the-art approaches by a large margin in both Spot-the-Diff and
CLEVR-Change datasets.",http://arxiv.org/abs/2009.14352v1
Optimal multiple change-point detection for high-dimensional data,2020-11-16T09:45:07Z,"Emmanuel Pilliat, Alexandra Carpentier, Nicolas Verzelen","This manuscript makes two contributions to the field of change-point
detection. In a generalchange-point setting, we provide a generic algorithm for
aggregating local homogeneity testsinto an estimator of change-points in a time
series. Interestingly, we establish that the errorrates of the collection of
tests directly translate into detection properties of the
change-pointestimator. This generic scheme is then applied to various problems
including covariance change-point detection, nonparametric change-point
detection and sparse multivariate mean change-point detection. For the latter,
we derive minimax optimal rates that are adaptive to theunknown sparsity and to
the distance between change-points when the noise is Gaussian. Forsub-Gaussian
noise, we introduce a variant that is optimal in almost all sparsity regimes.",http://arxiv.org/abs/2011.07818v2
"Quickest Detection over Sensor Networks with Unknown Post-Change
  Distribution",2020-12-23T23:55:18Z,"Deniz Sargun, C. Emre Koksal","We propose a quickest change detection problem over sensor networks where
both the subset of sensors undergoing a change and the local post-change
distributions are unknown. Each sensor in the network observes a local discrete
time random process over a finite alphabet. Initially, the observations are
independent and identically distributed (i.i.d.) with known pre-change
distributions independent from other sensors. At a fixed but unknown change
point, a fixed but unknown subset of the sensors undergo a change and start
observing samples from an unknown distribution. We assume the change can be
quantified using concave (or convex) local statistics over the space of
distributions. We propose an asymptotically optimal and computationally
tractable stopping time for Lorden's criterion. Under this scenario, our
proposed method uses a concave global cumulative sum (CUSUM) statistic at the
fusion center and suppresses the most likely false alarms using information
projection. Finally, we show some numerical results of the simulation of our
algorithm for the problem described.",http://arxiv.org/abs/2012.13027v2
"DASNet: Dual attentive fully convolutional siamese networks for change
  detection of high resolution satellite images",2020-03-07T16:57:10Z,"Jie Chen, Ziyang Yuan, Jian Peng, Li Chen, Haozhe Huang, Jiawei Zhu, Yu Liu, Haifeng Li","Change detection is a basic task of remote sensing image processing. The
research objective is to identity the change information of interest and filter
out the irrelevant change information as interference factors. Recently, the
rise of deep learning has provided new tools for change detection, which have
yielded impressive results. However, the available methods focus mainly on the
difference information between multitemporal remote sensing images and lack
robustness to pseudo-change information. To overcome the lack of resistance of
current methods to pseudo-changes, in this paper, we propose a new method,
namely, dual attentive fully convolutional Siamese networks (DASNet) for change
detection in high-resolution images. Through the dual-attention mechanism,
long-range dependencies are captured to obtain more discriminant feature
representations to enhance the recognition performance of the model. Moreover,
the imbalanced sample is a serious problem in change detection, i.e. unchanged
samples are much more than changed samples, which is one of the main reasons
resulting in pseudo-changes. We put forward the weighted double margin
contrastive loss to address this problem by punishing the attention to
unchanged feature pairs and increase attention to changed feature pairs. The
experimental results of our method on the change detection dataset (CDD) and
the building change detection dataset (BCDD) demonstrate that compared with
other baseline methods, the proposed method realizes maximum improvements of
2.1\% and 3.6\%, respectively, in the F1 score. Our Pytorch implementation is
available at https://github.com/lehaifeng/DASNet.",http://arxiv.org/abs/2003.03608v2
Simulating Lexical Semantic Change from Sense-Annotated Data,2020-01-09T20:37:49Z,"Dominik Schlechtweg, Sabine Schulte im Walde","We present a novel procedure to simulate lexical semantic change from
synchronic sense-annotated data, and demonstrate its usefulness for assessing
lexical semantic change detection models. The induced dataset represents a
stronger correspondence to empirically observed lexical semantic change than
previous synthetic datasets, because it exploits the intimate relationship
between synchronic polysemy and diachronic change. We publish the data and
provide the first large-scale evaluation gold standard for LSC detection
models.",http://arxiv.org/abs/2001.03216v1
"Network topology change-point detection from graph signals with prior
  spectral signatures",2020-10-21T23:21:37Z,"Chiraag Kaushik, T. Mitchell Roddenberry, Santiago Segarra","We consider the problem of sequential graph topology change-point detection
from graph signals. We assume that signals on the nodes of the graph are
regularized by the underlying graph structure via a graph filtering model,
which we then leverage to distill the graph topology change-point detection
problem to a subspace detection problem. We demonstrate how prior information
on the spectral signature of the post-change graph can be incorporated to
implicitly denoise the observed sequential data, thus leading to a natural
CUSUM-based algorithm for change-point detection. Numerical experiments
illustrate the performance of our proposed approach, particularly underscoring
the benefits of (potentially noisy) prior information.",http://arxiv.org/abs/2010.11345v1
"Novel Change of Measure Inequalities with Applications to PAC-Bayesian
  Bounds and Monte Carlo Estimation",2020-02-25T05:36:22Z,"Yuki Ohnishi, Jean Honorio","We introduce several novel change of measure inequalities for two families of
divergences: $f$-divergences and $\alpha$-divergences. We show how the
variational representation for $f$-divergences leads to novel change of measure
inequalities. We also present a multiplicative change of measure inequality for
$\alpha$-divergences and a generalized version of Hammersley-Chapman-Robbins
inequality. Finally, we present several applications of our change of measure
inequalities, including PAC-Bayesian bounds for various classes of losses and
non-asymptotic intervals for Monte Carlo estimates.",http://arxiv.org/abs/2002.10678v2
"Unsupervised Learning Methods for Visual Place Recognition in Discretely
  and Continuously Changing Environments",2020-01-24T12:23:15Z,"Stefan Schubert, Peer Neubert, Peter Protzel","Visual place recognition in changing environments is the problem of finding
matchings between two sets of observations, a query set and a reference set,
despite severe appearance changes. Recently, image comparison using CNN-based
descriptors showed very promising results. However, existing experiments from
the literature typically assume a single distinctive condition within each set
(e.g., reference: day, query: night). We demonstrate that as soon as the
conditions change within one set (e.g., reference: day, query: traversal
daytime-dusk-night-dawn), different places under the same condition can
suddenly look more similar than same places under different conditions and
state-of-the-art approaches like CNN-based descriptors fail. This paper
discusses this practically very important problem of in-sequence condition
changes and defines a hierarchy of problem setups from (1) no in-sequence
changes, (2) discrete in-sequence changes, to (3) continuous in-sequence
changes. We will experimentally evaluate the effect of these changes on two
state-of-the-art CNN-descriptors. Our experiments emphasize the importance of
statistical standardization of descriptors and shows its limitations in case of
continuous changes. To address this practically most relevant setup, we
investigate and experimentally evaluate the application of unsupervised
learning methods using two available PCA-based approaches and propose a novel
clustering-based extension of the statistical normalization.",http://arxiv.org/abs/2001.08960v1
"Real-Time Video Content Popularity Detection Based on Mean Change Point
  Analysis",2020-03-26T17:18:41Z,"Sotiris Skaperas, Lefteris Mamatas, Arsenia Chorti","Video content is responsible for more than 70% of the global IP traffic.
Consequently, it is important for content delivery infrastructures to rapidly
detect and respond to changes in content popularity dynamics. In this paper, we
propose the employment of on-line change point (CP) analysis to implement
real-time, autonomous and low-complexity video content popularity detection.
Our proposal, denoted as real-time change point detector (RCPD), estimates the
existence, the number and the direction of changes on the average number of
video visits by combining: (i) off-line and on-line CP detection algorithms;
(ii) an improved time-series segmentation heuristic for the reliable detection
of multiple CPs; and (iii) two algorithms for the identification of the
direction of changes. The proposed detector is validated against synthetic
data, as well as a large database of real YouTube video visits. It is
demonstrated that the RCPD can accurately identify changes in the average
content popularity and the direction of change. In particular, the success rate
of the RCPD over synthetic data is shown to exceed 94% for medium and large
changes in content popularity. Additionally,the dynamic time warping distance,
between the actual and the estimated changes, has been found to range
between20sampleson average, over synthetic data, to52samples, in real data.The
rapid responsiveness of the RCPD is instrumental in the deployment of
real-time, lightweight load balancing solutions, as shown in a real example.",http://arxiv.org/abs/2003.12044v1
"Consistent detection and optimal localization of all detectable change
  points in piecewise stationary arbitrarily sparse network-sequences",2020-09-04T11:17:10Z,"Sharmodeep Bhattacharyya, Shirshendu Chatterjee, Soumendu Sundar Mukherjee","We consider the offline change point detection and localization problem in
the context of piecewise stationary networks, where the observable is a finite
sequence of networks. We develop algorithms involving some suitably modified
CUSUM statistics based on adaptively trimmed adjacency matrices of the observed
networks for both detection and localization of single or multiple change
points present in the input data. We provide rigorous theoretical analysis and
finite sample estimates evaluating the performance of the proposed methods when
the input (finite sequence of networks) is generated from an inhomogeneous
random graph model, where the change points are characterized by the change in
the mean adjacency matrix. We show that the proposed algorithms can detect
(resp. localize) all change points, where the change in the expected adjacency
matrix is above the minimax detectability (resp. localizability) threshold,
consistently without any a priori assumption about (a) a lower bound for the
sparsity of the underlying networks, (b) an upper bound for the number of
change points, and (c) a lower bound for the separation between successive
change points, provided either the minimum separation between successive pairs
of change points or the average degree of the underlying networks goes to
infinity arbitrarily slowly. We also prove that the above condition is
necessary to have consistency.",http://arxiv.org/abs/2009.02112v1
"gfpop: an R Package for Univariate Graph-Constrained Change-Point
  Detection",2020-02-10T10:49:51Z,"Vincent Runge, Toby Dylan Hocking, Gaetano Romano, Fatemeh Afghah, Paul Fearnhead, Guillem Rigaill","In a world with data that change rapidly and abruptly, it is important to
detect those changes accurately. In this paper we describe an R package
implementing a generalized version of an algorithm recently proposed by Hocking
et al. [2020] for penalized maximum likelihood inference of constrained
multiple change-point models. This algorithm can be used to pinpoint the
precise locations of abrupt changes in large data sequences. There are many
application domains for such models, such as medicine, neuroscience or
genomics. Often, practitioners have prior knowledge about the changes they are
looking for. For example in genomic data, biologists sometimes expect peaks: up
changes followed by down changes. Taking advantage of such prior information
can substantially improve the accuracy with which we can detect and estimate
changes. Hocking et al. [2020] described a graph framework to encode many
examples of such prior information and a generic algorithm to infer the optimal
model parameters, but implemented the algorithm for just a single scenario. We
present the gfpop package that implements the algorithm in a generic manner in
R/C++. gfpop works for a user-defined graph that can encode prior assumptions
about the types of change that are possible and implements several loss
functions (Gauss, Poisson, binomial, biweight and Huber). We then illustrate
the use of gfpop on isotonic simulations and several applications in biology.
For a number of graphs the algorithm runs in a matter of seconds or minutes for
10^5 data points.",http://arxiv.org/abs/2002.03646v2
"Deep Image Translation with an Affinity-Based Change Prior for
  Unsupervised Multimodal Change Detection",2020-01-13T14:23:24Z,"Luigi Tommaso Luppino, Michael Kampffmeyer, Filippo Maria Bianchi, Gabriele Moser, Sebastiano Bruno Serpico, Robert Jenssen, Stian Normann Anfinsen","Image translation with convolutional neural networks has recently been used
as an approach to multimodal change detection. Existing approaches train the
networks by exploiting supervised information of the change areas, which,
however, is not always available. A main challenge in the unsupervised problem
setting is to avoid that change pixels affect the learning of the translation
function. We propose two new network architectures trained with loss functions
weighted by priors that reduce the impact of change pixels on the learning
objective. The change prior is derived in an unsupervised fashion from
relational pixel information captured by domain-specific affinity matrices.
Specifically, we use the vertex degrees associated with an absolute affinity
difference matrix and demonstrate their utility in combination with cycle
consistency and adversarial training. The proposed neural networks are compared
with state-of-the-art algorithms. Experiments conducted on three real datasets
show the effectiveness of our methodology.",http://arxiv.org/abs/2001.04271v2
"Observation of state-to-state hyperfine-changing collision in a
  Bose-Fermi mixture of $^6$Li and $^{41}$K atoms",2020-01-31T03:55:58Z,"Xiao-Qiong Wang, Yu-Xuan Wang, Xiang-Pei Liu, Ran Qi, Xing-Can Yao, Yu-Ao Chen, Jian-Wei Pan","Hyperfine-changing collisions are of fundamental interest for the studying of
ultracold heteronuclear mixtures. Here, we report the state-to-state study of
the hyperfine-changing-collision dynamics in a Bose-Fermi mixture of $^6$Li and
$^{41}$K atoms. The collision products are directly observed and the
spin-changing dynamics is measured. Based on a two-body collision model, the
experimental results are simultaneously fitted from which the spin-changing
rate coefficient of $ 1.9(2)\times 10^{-12}~\rm{cm^3\cdot s^{-1}}$ is gained,
being consistent with the multi-channel quantum defect theory calculation. We
further show that the contact parameter of $^6$Li-$^{41}$K mixture can be
extracted from the measured spin-changing dynamics. The obtained results are
consistent with the first order perturbation theory in the weakly-interacting
limit. Our system offers great promise for studying spin-changing interactions
in heteronuclear mixtures.",http://arxiv.org/abs/2001.11652v1
"Employing internal multiples in time-lapse seismic monitoring, using the
  Marchenko method",2020-03-24T09:55:00Z,"Kees Wapenaar, John van IJsseldijk","Time-lapse seismic monitoring aims at resolving changes in a producing
reservoir from changes in the reflection response. When the changes in the
reservoir are very small, the changes in the seismic response can become too
small to be reliably detected. In theory, multiple reflections can be used to
improve the detectability of traveltime changes: a wave that propagates several
times down and up through a reservoir layer will undergo a larger time shift
due to reservoir changes than a primary reflection. Since we are interested in
monitoring very local changes (usually in a thin reservoir layer), it would be
advantageous if we could identify the reservoir-related internal multiples in
the complex reflection response of the entire subsurface. We introduce a
Marchenko-based method to isolate these multiples from the complete reflection
response and illustrate the potential of this method with numerical examples.",http://arxiv.org/abs/2003.10738v1
Robustly detecting changes in warm Jupiters' transit impact parameters,2020-03-30T20:25:55Z,Rebekah I. Dawson,"Torques from a mutually inclined perturber can change a transiting planet's
impact parameter, resulting in variations in the transit shape and duration.
Detection of and upper limits on changes in impact parameter yield valuable
constraints on a planetary system's three dimensional architecture. Constraints
for warm Jupiters are particularly interesting because they allow us to test
origins theories that invoke a mutually inclined perturber. Because of warm
Jupiters' high signal-to-noise transits, changes in impact parameter are
feasible to detect. However, here we show that allowing the impact parameter to
vary uniformly and independently from transit to transit leads to incorrect
inferences about the change, propagating to incorrect inferences about the
perturber. We demonstrate that an appropriate prior on the change in impact
parameter mitigates this problem. We apply our approach to eight systems from
the literature and find evidence for changes in impact parameter for warm
Jupiter Kepler-46b. We conclude with our recommendations for light curve
fitting, including when to fit impact parameters vs. transit durations.",http://arxiv.org/abs/2003.13796v1
Dynamic complexity of Reachability: How many changes can we handle?,2020-04-27T12:27:37Z,"Samir Datta, Pankaj Kumar, Anish Mukherjee, Anuj Tawari, Nils Vortmeier, Thomas Zeume","In 2015, it was shown that reachability for arbitrary directed graphs can be
updated by first-order formulas after inserting or deleting single edges.
Later, in 2018, this was extended for changes of size $\frac{\log n}{\log \log
n}$, where $n$ is the size of the graph. Changes of polylogarithmic size can be
handled when also majority quantifiers may be used.
  In this paper we extend these results by showing that, for changes of
polylogarithmic size, first-order update formulas suffice for maintaining (1)
undirected reachability, and (2) directed reachability under insertions. For
classes of directed graphs for which efficient parallel algorithms can compute
non-zero circulation weights, reachability can be maintained with update
formulas that may use ""modulo 2"" quantifiers under changes of polylogarithmic
size. Examples for these classes include the class of planar graphs and graphs
with bounded treewidth. The latter is shown here.
  As the logics we consider cannot maintain reachability under changes of
larger sizes, our results are optimal with respect to the size of the changes.",http://arxiv.org/abs/2004.12739v1
"Detection of Change Points in Piecewise Polynomial Signals Using Trend
  Filtering",2020-09-18T00:47:00Z,"Reza V. Mehrizi, Shojaeddin Chenouri","While many approaches have been proposed for discovering abrupt changes in
piecewise constant signals, few methods are available to capture these changes
in piecewise polynomial signals. In this paper, we propose a change point
detection method, PRUTF, based on trend filtering. By providing a comprehensive
dual solution path for trend filtering, PRUTF allows us to discover change
points of the underlying signal for either a given value of the regularization
parameter or a specific number of steps of the algorithm. We demonstrate that
the dual solution path constitutes a Gaussian bridge process that enables us to
derive an exact and efficient stopping rule for terminating the search
algorithm. We also prove that the estimates produced by this algorithm are
asymptotically consistent in pattern recovery. This result holds even in the
case of staircases (consecutive change points of the same sign) in the signal.
Finally, we investigate the performance of our proposed method for various
signals and then compare its performance against some state-of-the-art methods
in the context of change point detection. We apply our method to three
real-world datasets including the UK House Price Index (HPI), the GISS surface
Temperature Analysis (GISTEMP) and the Coronavirus disease (COVID-19) pandemic.",http://arxiv.org/abs/2009.08573v2
"Online Structural Change-point Detection of High-dimensional Streaming
  Data via Dynamic Sparse Subspace Learning",2020-09-24T14:16:18Z,"Ruiyu Xu, Jianguo Wu, Xiaowei Yue, Yongxiang Li","High-dimensional streaming data are becoming increasingly ubiquitous in many
fields. They often lie in multiple low-dimensional subspaces, and the manifold
structures may change abruptly on the time scale due to pattern shift or
occurrence of anomalies. However, the problem of detecting the structural
changes in a real-time manner has not been well studied. To fill this gap, we
propose a dynamic sparse subspace learning approach for online structural
change-point detection of high-dimensional streaming data. A novel multiple
structural change-point model is proposed and the asymptotic properties of the
estimators are investigated. A tuning method based on Bayesian information
criterion and change-point detection accuracy is proposed for penalty
coefficients selection. An efficient Pruned Exact Linear Time based algorithm
is proposed for online optimization and change-point detection. The
effectiveness of the proposed method is demonstrated through several simulation
studies and a real case study on gesture data for motion tracking.",http://arxiv.org/abs/2009.11713v3
"Unsupervised Self-training Algorithm Based on Deep Learning for Optical
  Aerial Images Change Detection",2020-10-15T01:51:46Z,"Yuan Zhou, Xiangrui Li","Optical aerial images change detection is an important task in earth
observation and has been extensively investigated in the past few decades.
Generally, the supervised change detection methods with superior performance
require a large amount of labeled training data which is obtained by manual
annotation with high cost. In this paper, we present a novel unsupervised
self-training algorithm (USTA) for optical aerial images change detection. The
traditional method such as change vector analysis is used to generate the
pseudo labels. We use these pseudo labels to train a well designed
convolutional neural network. The network is used as a teacher to classify the
original multitemporal images to generate another set of pseudo labels. Then
two set of pseudo labels are used to jointly train a student network with the
same structure as the teacher. The final change detection result can be
obtained by the trained student network. Besides, we design an image filter to
control the usage of change information in the pseudo labels in the training
process of the network. The whole process of the algorithm is an unsupervised
process without manually marked labels. Experimental results on the real
datasets demonstrate competitive performance of our proposed method.",http://arxiv.org/abs/2010.07469v2
Solar Cycle Related Changes in the Helium Ionization Zones of the Sun,2020-10-21T18:01:08Z,"Courtney B. Watson, Sarbani Basu","Helioseismic data for solar cycles 23 and 24 have shown unequivocally that
solar dynamics changes with solar activity. Changes in solar structure have
been more difficult to detect. Basu & Mandel (2004) had claimed that the then
available data revealed changes in the HeII ionization zone of the Sun. The
amount of change, however, indicated the need for larger than expected changes
in the magnetic fields. Now that helioseismic data spanning two solar cycles
are available, we have redone the analysis using improved fitting techniques.
We find that there is indeed a change in the region around the HeII ionization
zone that is correlated with activity. Since the data sets now cover two solar
cycles, the time variation is easily discernible.",http://arxiv.org/abs/2010.11215v1
"Random matrix theory analysis of a temperature-related transformation in
  statistics of Fano-Feshbach resonances in Thulium atoms",2020-11-03T19:52:23Z,"E. T. Davletov, V. V. Tsyganok, V. A. Khlebnikov, D. A. Pershin, A. V. Akimov","Recently, transformation from random to chaotic behavior in the statistics of
Fano-Feshbach resonances was observed in thulium atoms with rising ensemble
temperature. We performed random matrix theory simulations of such spectra and
analyzed the resulting statistics. Our simulations show that, when evaluated in
terms of the Brody parameter, resonance statistics do not change or change
insignificantly with rising temperature if temperature is the only changing
parameter. In the experiments evaluated, temperature was changed simultaneously
with optical dipole trap depth. Thus, simulations included the Stark shift
based on the known polarizability of the free atoms and assuming their
polarizability remains the same in the bound state. Somewhat surprisingly, we
found that, while including the Stark shift does lead to minor statistical
changes, it does not change the resonance statistics and, therefore, is not
responsible for the experimentally observed statistic transformation. This
observation suggests that either our assumption regarding the polarizability of
Feshbach molecules is poor or that an additional mechanism changes the
statistics and leads to more chaotic statistical behavior.",http://arxiv.org/abs/2011.01978v1
CAT: Change-focused Android GUI Testing,2020-11-23T22:19:03Z,"Chao Peng, Ajitha Rajan","Android Apps are frequently updated, every couple of weeks, to keep up with
changing user, hardware and business demands. Correctness of App updates is
checked through extensive testing. Recent research has proposed tools for
automated GUI event generation in Android Apps. These techniques, however, are
not efficient at checking App updates as the generated GUI events do not
prioritise updates, and instead explore other App behaviours.
  We address this need in this paper with CAT (Change-focused Android GUI
Testing). For App updates, at the source code or GUI level, CAT performs change
impact analysis to identify GUI elements affected by the update. CAT then
generates length-3 GUI event sequences to interact with these GUI elements. Our
empirical evaluations using 21 publicly available open source Android Apps
demonstrated that CAT is able to automatically identify GUI elements affected
by App updates, generate and execute length-3 GUI event sequences focusing on
change-affected GUI elements. Comparison with two popular GUI event generation
tools, DroidBot and DroidMate, revealed that CAT was more effective at
interacting with the change-affected GUI elements. Finally, CAT was able to
detect previously unknown change-related bugs in two Apps.",http://arxiv.org/abs/2011.11766v1
"Detecting Abrupt Changes in the Presence of Local Fluctuations and
  Autocorrelated Noise",2020-05-04T10:51:19Z,"Gaetano Romano, Guillem Rigaill, Vincent Runge, Paul Fearnhead","Whilst there are a plethora of algorithms for detecting changes in mean in
univariate time-series, almost all struggle in real applications where there is
autocorrelated noise or where the mean fluctuates locally between the abrupt
changes that one wishes to detect. In these cases, default implementations,
which are often based on assumptions of a constant mean between changes and
independent noise, can lead to substantial over-estimation of the number of
changes. We propose a principled approach to detect such abrupt changes that
models local fluctuations as a random walk process and autocorrelated noise via
an AR(1) process. We then estimate the number and location of changepoints by
minimising a penalised cost based on this model. We develop a novel and
efficient dynamic programming algorithm, DeCAFS, that can solve this
minimisation problem; despite the additional challenge of dependence across
segments, due to the autocorrelated noise, which makes existing algorithms
inapplicable. Theory and empirical results show that our approach has greater
power at detecting abrupt changes than existing approaches. We apply our method
to measuring gene expression levels in bacteria.",http://arxiv.org/abs/2005.01379v1
"Online Change Point Detection in Molecular Dynamics With Optical Random
  Features",2020-06-15T19:07:57Z,"Amélie Chatelain, Elena Tommasone, Laurent Daudet, Iacopo Poli","Proteins are made of atoms constantly fluctuating, but can occasionally
undergo large-scale changes. Such transitions are of biological interest,
linking the structure of a protein to its function with a cell. Atomic-level
simulations, such as Molecular Dynamics (MD), are used to study these events.
However, molecular dynamics simulations produce time series with multiple
observables, while changes often only affect a few of them. Therefore,
detecting conformational changes has proven to be challenging for most
change-point detection algorithms. In this work, we focus on the identification
of such events given many noisy observables. In particular, we show that the
No-prior-Knowledge Exponential Weighted Moving Average (NEWMA) algorithm can be
used along optical hardware to successfully identify these changes in
real-time. Our method does not need to distinguish between the background of a
protein and the protein itself. For larger simulations, it is faster than using
traditional silicon hardware and has a lower memory footprint. This technique
may enhance the sampling of the conformational space of molecules. It may also
be used to detect change-points in other sequential data with a large number of
features.",http://arxiv.org/abs/2006.08697v2
